PIG_RACING |= 돼지 경주
UI_NoValidItems |= No valid items

UI_Auction_QualityBad |= bad
UI_Auction_QualityPoor |= poor
UI_Auction_QualityAverage |= average
UI_Auction_QualityGood |= good
UI_Auction_QualityAmazing |= amazing
UI_Auction_MoodAverage |= 평온함
UI_Auction_MoodAngry |= 화남
UI_Auction_MoodUnhappy |= 불행함
UI_Auction_MoodFriendly |= 친근함
UI_Auction_Bid |= Bid <VAR1>
UI_Auction_Wait |= 기다림
UI_Auction_SentHome |= Your purchased animal will be sent to your home

UI_StatIncrease_Which |= Increase which stat?
UI_StatIncrease_Title |= Stat Increase
UI_StatIncrease_MaxAll |= All stats are already at maximum.

UI_Tax_Tax |= 세금
UI_Tax_LifeTax |= 생명세
UI_Tax_Payment |= Payment
UI_Tax_Kynseed |= 킨시드
UI_Tax_Deaths |= Deaths
UI_Tax_GrowUp |= Growing Up
UI_Tax_Discount |= Token Discount
UI_Tax_Total |= Years due
UI_Tax_NoTaxDue |= No tax due
UI_Tax_YearDue |= 1 year due
UI_Tax_YearsDue |= <VAR1> years due

UI_Calendar_StoryTask |= 스토리 과제
UI_Calendar_ActiveTask |= 새터웨이
UI_Calendar_AllTasks |= 모든 과제

UI_PetShop_BuyDesc |= Buy <VAR1>?
UI_PetShop_Buy |= Buy ☎<VAR1>

UI_Intro_SkipQuestion |= 인트로를 넘길까요?

UI_Results_Calculation |= 계산
UI_Results_StarCalculation |= Star Rating Calculation
UI_Results_Average |= Average of:
UI_Results_Items |= Item ratings
UI_Results_Ore |= Ore rating
UI_Results_Performance |= Minigame performance
UI_Results_VarModifier |= <VAR1> modifier
UI_Results_VarBonus |= <VAR1> bonus

UI_Customisation_Customise |= Customise
UI_Customisation_Furniture |= Furniture
UI_Customisation_Walls |= Walls
UI_Customisation_Decoration |= Decoration
UI_Customisation_Utility |= Utility
UI_Customisation_Construction |= Construction
UI_Customisation_Windows |= Windows & Doors
UI_Customisation_Floor |= Flooring
UI_Customisation_TableTop |= Table Top
UI_Customisation_Catalogue |= Catalogue
UI_Customisation_Recents |= Recents
UI_Customisation_MultiMode |= Multi-Select
UI_Customisation_FineTune |= Fine Position
UI_Customisation_ModifyRemove |= Modify/Remove
UI_Customisation_NPCNav |= NPC Routes
UI_Customisation_SelectMany |= Select Many
UI_Customisation_CancelObject |= Cancel Object
UI_Customisation_CancelWall |= Cancel Wall
UI_Customisation_CancelFloor |= Cancel Floor
UI_Customisation_CancelConstruction |= Cancel Construction
UI_Customisation_Move |= Move
UI_Customisation_Place |= Place
UI_Customisation_PlaceMany |= Place Many
UI_Customisation_RemoveWall |= Remove Wall
UI_Customisation_Exit |= Close Editor
UI_Customisation_Rotate |= Rotate/Flip
UI_Customisation_HoldCancel |= (Hold) Cancel
UI_Customisation_ReallyDestroy |= Really destroy?
UI_Customisation_Destroy |= Destroy
UI_Customisation_EditText |= Edit
UI_Customisation_Sell |= Sell <VAR1>
UI_Customisation_StoreVerb |= Store
UI_Customisation_Demolish |= Demolish
UI_Customisation_InvalidLocation |= <VAR1> cannot be reached.\nTry moving objects or removing walls until the green NPC Routes overlay reaches the <VAR1>.
UI_Customisation_OtherZoneInvalid |= You have blocked access to another plot, <VAR1> can no longer be reached.
UI_Customisation_OtherZoneInvalidOnOpen |= <VAR1> can no longer be reached, this must be fixed first.
UI_Customisation_DiningSpace |= You must provide more space around the dining table.
UI_Customisation_OneDiningTable |= You must have at least one dining table.
UI_Customisation_NoDoor |= You must have a front door.
UI_Customisation_LotsDoors |= You can only have one front door.
UI_Customisation_DoorFrontWall |= Doors must be placed on the front wall.
UI_Customisation_Palette |= Palette
UI_Customisation_GlobalPalette |= Global Palette
UI_Customisation_GrassSpread |= Grass Spread
UI_Customisation_Flippable |= Flippable
UI_Customisation_CritterPlace |= Critters
UI_Customisation_DesirablePath |= Path
UI_Customisation_Unselect |= Unselect
UI_Customisation_RemoveSelected |= Remove <VAR1>
UI_Customisation_RemoveOne |= Remove <VAR1>?
UI_Customisation_RemoveMany |= Remove <VAR1> objects?
UI_Customisation_AddToCatalogue |= Buy <VAR1> for your catalogue?
UI_Customisation_BlankSign |= There's nothing written here!
UI_Customisation_BuildLimit |= You have reached the build limit of <VAR1> for <VAR2>.
UI_Customisation_BuyPlot |= Customisable plot for sale.\n Size: <VAR1>
UI_Customisation_BuyCost |= Buy ☎<VAR1>
UI_Customisation_BuyCongratulations |= Congratulations!\nWould you like to customise the plot now?\nYou can also customise this plot later by pressing <map>.
UI_Customisation_BundleUnlock |= The following objects have been added to your catalogue:
UI_Customisation_addedToCatalogue |= added to your catalogue.
UI_Customisation_AddedToCatalogue |= Added to your catalogue.
UI_Customisation_SingleUnlockStorage |= 1 has been added to storage.
UI_Customisation_SingleUnlockSeveralStorage |= <VAR1> have been added to storage.
UI_Customisation_RequiredItems |= •<VAR1> <VAR2>
UI_Customisation_MusicNote |= Note
UI_Customisation_TotalNeed |= Total/Need
UI_Customisation_HaveNeed |= Have/Need
UI_Customisation_AdultWalls |= Only grown-ups can construct or destroy walls! To repaint a wall, place the cursor over an existing wall.
UI_Customisation_DragWallsChild |= To paint walls, place the cursor over a wall, hold <ui_accept_or_click> and drag.
UI_Customisation_DragWalls |= To create or paint walls, hold <ui_accept_or_click> and drag the cursor.\nHold <ui_multiselect> and <ui_accept_or_click> to destroy internal walls.
UI_Customisation_SameColour |= The wall is already this colour! Why not go back to the catalogue and pick a different colour?
UI_Customisation_CannotRemove |= You cannot remove this object. It is required for your home to function.
UI_Customisation_NotInCatalogue |= This item is not in your catalogue. If you sell it, you cannot yet buy it back again.
UI_Customisation_New |= New
UI_Customisation_LockedHerb |= Collect <VAR1> more to unlock <VAR2>
UI_Customisation_ReplaceObject |= Existing <VAR1>
UI_Customisation_ThickFog |= Thick Fog is preventing this build from continuing. Check back later when the Thick Fog has cleared.

UI_Customisation_Group_FairweatherRepWyrmPack |= Wyrm Pack
UI_Customisation_Group_FairweatherRepWyrmPack_Desc |= Three beautiful crafted pieces that combine to make a hideous Wyrm. Click on the image to see what's included.
UI_Customisation_Group_FairweatherRepJabberwockPack |= Jabberwock Pack
UI_Customisation_Group_FairweatherRepJabberwockPack_Desc |= Four monstrous sculptured rocks that show the worst bits of the fearsome Jabberwock. Click on the image to see what's included.
UI_Customisation_Group_FairweatherRepFamilyStatuePack |= Family Pack
UI_Customisation_Group_FairweatherRepFamilyStatuePack_Desc |= Statues representing the original family - Mother, Father and the twins. Click on the image to see what's included.
UI_Customisation_Group_FairweatherRepWalls |= Walls Pack
UI_Customisation_Group_FairweatherRepWalls_Desc |= Make your home truly your own with this amazing wall pack! Comes with Brick, Castle, Metal, Wainscott and Wallpaper variants. Click on the image to see what's included.
UI_Customisation_Group_FairweatherRepVampire |= Vampire Pack
UI_Customisation_Group_FairweatherRepVampire_Desc |= The perfect gothic collection, kept in storage for thousands of years, and now made available exclusively for you. Click on the image to see what's included.
UI_Customisation_Group_FairweatherRepCottage |= Cottage Pack
UI_Customisation_Group_FairweatherRepCottage_Desc |= All you need to make your farm cottage actually look like a cottage. No other inhabitants in Quill will have this set! Click on the image to see what's included.
UI_Customisation_Group_Contains |= Contains <VAR1> items.
UI_Customisation_Bundle |= Customisation Bundle

UI_FNF_Friends |= 친구
UI_FNF_NotEnoughBrass |= Not enough Brass.
UI_FNF_NotEnoughMaterials |= Not enough materials.
UI_FNF_NotEnoughWorkers |= Not enough workers.
UI_FNF_NotEnoughBlank |= Not enough <VAR1>
UI_FNF_AnotherWorker |= Requires another worker
UI_FNF_Ready |= Ready to build!
UI_FNF_Boosted |= Boosted!
UI_FNF_NoProjects |= No active builds.
UI_FNF_SelectWorkers |= Select
UI_FNF_ChangeWorkers |= Change
UI_FNF_StopBuild |= Stop Build
UI_FNF_Progress |= Progress
UI_FNF_Gift |= 선물
UI_FNF_Complete |= Complete
UI_FNF_Energy |= Energy
UI_FNF_ConfirmCancel |= Are you sure you want to stop this build? Your building materials will be refunded.
UI_FNF_Available |= Available
UI_FNF_RequireFriendship |= Require Higher Friendship Rating
UI_FNF_RaiseFriendship |= Raise your Friendship Rating to select this NPC.
UI_FNF_VisitUnveil |= Visit the project to unveil the completed build.
UI_FNF_UseBuildSign |= Use the Build Sign in <VAR1> to start this build.

UI_HonestBox_Brass |= The honesty box contained ☎<VAR1>!

TalentName_FastFoodChef |= Fast Food Chef
TalentDesc_FastFoodChef |= One extra recipe crafted
TalentName_Gourmet |= Gourmet
TalentDesc_Gourmet |= +1 Star Rating to recipes
TalentName_Gatherer |= Gatherer
TalentDesc_Gatherer |= +3 items when gathering
TalentName_Farmer |= Farmer
TalentDesc_Farmer |= 25% chance you will grow 1 extra crop
TalentName_Gardener |= Gardener
TalentDesc_Gardener |= +1 crop grown
TalentName_Horticulturist |= Horticulturist
TalentDesc_Horticulturist |= +1 crop Star Rating
TalentName_Bushman |= Bushman
TalentDesc_Bushman |= +1 fruit/berry grown
TalentName_Hammerer |= Hammerer
TalentDesc_Hammerer |= +1 smithing yield
TalentName_Craftsman |= Craftsman
TalentDesc_Craftsman |= +1 Star Rating to smithing
TalentName_Alchemist |= Alchemist
TalentDesc_Alchemist |= +1 potion Star Rating
TalentName_Dermatologist |= Dermatologist
TalentDesc_Dermatologist |= +1 creams Star Rating
TalentName_Grinder |= Grinder
TalentDesc_Grinder |= +1 Powder Star Rating
TalentName_Resilient |= Resilient
TalentDesc_Resilient |= Heal faster / Constitution +5
TalentName_ToughNut |= Tough Nut
TalentDesc_ToughNut |= +5 방어
TalentName_Detectorist |= Detectorist
TalentDesc_Detectorist |= +1 digging yield
TalentName_Angler |= Angler
TalentDesc_Angler |= +1 fish yield
TalentName_Botanist |= Botanist
TalentDesc_Botanist |= +1 wildflower yield
TalentName_Cheat |= Cheat
TalentDesc_Cheat |= +10-50 points on minigames
TalentName_Lucky |= Lucky
TalentDesc_Lucky |= 10% chance of Brass find when cutting grass
TalentName_Explorer |= Explorer
TalentDesc_Explorer |= +3 체력
TalentName_Builder |= Builder
TalentDesc_Builder |= Builds need 3 less Strength
TalentName_AnimalTrainer |= Animal Trainer
TalentDesc_AnimalTrainer |= Reduced animal combat cooldown
TalentName_Jogger |= Jogger
TalentDesc_Jogger |= +5 속도
TalentName_Samaritan |= Samaritan
TalentDesc_Samaritan |= Increased chance of favours
TalentName_Labourer |= Labourer
TalentDesc_Labourer |= Build needs 3 less Stamina
TalentName_Planner |= Planner
TalentDesc_Planner |= Build needs 3 less Intelligence
TalentName_Miller |= Miller
TalentDesc_Miller |= 2x flour yield
TalentName_LodeRunner |= Lode Runner
TalentDesc_LodeRunner |= +1 ore Star Rating
TalentName_Miner |= Miner
TalentDesc_Miner |= +1 ore yield
TalentName_Swordsman |= Swordsman
TalentDesc_Swordsman |= +5 sword damage
TalentName_Archer |= Archer
TalentDesc_Archer |= +5 arrow damage
TalentName_Salesman |= Salesman
TalentDesc_Salesman |= Bonus brass from selling
TalentName_Haggler |= Haggler
TalentDesc_Haggler |= +5 거래
TalentName_Charmer |= Charmer
TalentDesc_Charmer |= 50% reduction of lost reputation
TalentName_BargainHunter |= Bargain Hunter
TalentDesc_BargainHunter |= Items cost 20% less rounded up
TalentName_Intellectual |= Intellectual
TalentDesc_Intellectual |= XP gains increased by 25%
TalentName_Sharpshooter |= Sharpshooter
TalentDesc_Sharpshooter |= Archery crit chance up 25%
TalentName_Assassin |= Assassin
TalentDesc_Assassin |= Sword crit chance up 25%
TalentName_Adventurer |= Adventurer
TalentDesc_Adventurer |= Constitution up +5
TalentName_Looter |= Looter
TalentDesc_Looter |= Chance of 1 extra combat loot per room
TalentName_SouperHuman |= Souper Human
TalentDesc_SouperHuman |= +1 soup Star Rating
TalentName_Steward |= Steward
TalentDesc_Steward |= +1 stew Star Rating
TalentName_MasterBaker |= Master Baker
TalentDesc_MasterBaker |= +1 bread Star Rating
TalentName_SandwichEarl |= Sandwich Earl
TalentDesc_SandwichEarl |= +1 sandwich Star Rating
TalentName_JammyBeggar |= Jammy Beggar
TalentDesc_JammyBeggar |= +1 jam Star Rating
TalentName_Confectioner |= Confectioner
TalentDesc_Confectioner |= +1 dessert Star Rating
TalentName_Pieman |= Pieman
TalentDesc_Pieman |= +1 pie Star Rating
TalentName_Socialite |= Socialite
TalentDesc_Socialite |= Friendship Point gains
TalentName_Stonemason |= Stonemason
TalentDesc_Stonemason |= Builds cost less stone
TalentName_Carpenter |= Carpenter
TalentDesc_Carpenter |= Builds cost less wood

Monsters_Info |= Info
Monsters_Loot |= Loot:
Monsters_Weakness |= Weakness:

Monsters_Hob_0 |= Once peaceful individuals now transformed into angry, aggressive hobgoblins.
Monsters_Lob_0 |= The Lob is a weaker type of hobgoblin, known for its rather irritating throwing antics.
Monsters_Nob_0 |= Nobs are particularly imposing leaders who command groups of Hobs.
Monsters_Nymph_0 |= Nymphs are mystical creatures, a genetically confusing fusion of humans and wasp, entrusted with the care of the forest.
Monsters_ForestHag_0 |= Forest Hags are the fierce protectors of Simplewood, harbouring deep animosity towards outsiders who might wander in.

Monsters_Croaker_0 |= Croakers are formidable, territorial giant frogs feared throughout Quill for their ferocity.
Monsters_Spriggan_0 |= Spriggans are cursed fairies with the ability to change their size at will. Handy. 
Monsters_GreaterNob_0 |= Greater Nobs are the even larger and more brutish leaders of the Hobs.
Monsters_Fachen_0 |= Fachen is a peculiar creature with one eye, one arm, and one foot, believed to be cursed twins divided into two.
Monsters_WaterHag_0 |= The Water Hag, a wicked witch entwined with Quill's waters, takes immense pleasure in giving her victims a soggy demise.

Monsters_Barghest_0 |= Barghests are malevolent hounds bred for the sole purpose of killing.
Monsters_Remnant_0 |= Remnants are enchanted former human cultists who obediently carry out the bidding of the Night Hag.
Monsters_Ogyr_0 |= Ogyr is a colossal and enraged giant thug. Oh, and they are armed with a really massive club.
Monsters_Banshee_0 |= Banshees are tormented spirits that wail, burdened with their eternal curse. Poor things.
Monsters_NightHag_0 |= The Night Hag is a vile and influential leader among the Hags, with evil's very own darkness coursing through their veins.

Popup_Totem_Blocking_FNF |= A nearby totem is blocking building in this area.
Popup_Totem_Blocking_Farm |= A nearby totem is blocking farming in this area.
Totem_StopSlot |= <ui_accept> Stop

PigTimeTrials_Start |= Start
PigTimeTrials_Welcome |= Welcome to Pig Time Trials!\nRace through the rings as fast as you can.\nTo win, just beat <VAR1>'s time of <VAR2> seconds!
PigTimeTrials_NeedPig |= This is a Pig Time Trial.\nCome back when you're riding a pig!
PigTimeTrials_You |= <VAR1>:
PigTimeTrials_Best |= Best:
PigTimeTrials_NewRecord |= New Record:
PigTimeTrials_Go |= GO!
PigTimeTrials_Won |= You won!
PigTimeTrials_Lose |= Tough luck!
PigTimeTrials_TryAgain |= Try Again
PigTimeTrials_Cancelled |= Pig Time Trials Forfeited
PigTimeTrials_Results |= <VAR1> Results

UI_Batch_Title |= Batch Crafting
UI_Batch_Locked |= Craft <VAR1> more <VAR2> to unlock batch crafting.
UI_Batch_Ingredients |= Ingredients
UI_Batch_Inventory |= Inventory
UI_Batch_Yield |= Bonus Yield
UI_Batch_Batch |= Craft
UI_Batch_Craft |= Craft <VAR1>
UI_Batch_Skill |= Skill: <VAR1>
UI_Batch_Talent |= Talent: <VAR1>
UI_Batch_Preparation1 |= Perk: Preparation 1 (★★★ or under)
UI_Batch_Preparation2 |= Perk: Preparation 2
UI_Batch_BakersDozen1 |= Perk: Baker's Dozen 1 (★★★ or under)
UI_Batch_BakersDozen2 |= Perk: Baker's Dozen 2
UI_Batch_Item |= Item: <VAR1>
UI_Batch_MuscleMemory |= Perk: Muscle Memory
UI_Batch_HardGraft |= Perk: Hard Graft
UI_Batch_Unlocked |= You've become more efficient with <VAR1>s!\nCraft multiple at once with Batch Crafting.
UI_Batch_Locked |= Craft <VAR1> more <VAR2> to unlock Batch Crafting!
UI_Batch_LockedPlural |= Craft <VAR1> more <VAR2>s to unlock Batch Crafting!
UI_Batch_LockedBlacksmith |= Craft <VAR1> more using the <VAR2> to unlock Batch Crafting!

UI_InstantMessage_Romance |= Romance
UI_InstantMessage_Family |= 가족 이벤트
UI_InstantMessage_Catering |= Catering
UI_InstantMessage_VillageSales |= Village Sales
